ID;Codice;Configurazione;Tipo_Parete;Montante;Guida;Tipologia_Lastra;Spessore_Lastra_mm;Numero_Lati;Numero_Strati;Spessore_Totale_mm;Peso_kg_mq;Isolamento_Acustico_Rw_dB;Resistenza_Fuoco
386;p_doppia_singola-c125-combi-18;Parete Doppia Lastra Singola;Parete;C 125/50;U 125/40;Combinata;18;2;1;161;30.0;63;REI 60
387;p_doppia_singola-c125-combi-25;Parete Doppia Lastra Singola;Parete;C 125/50;U 125/40;Combinata;25;2;1;175;40.5;69;REI 60
388;p_doppia_singola-c150-std-6;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Standard;6;2;1;162;12.0;57;REI 30
389;p_doppia_singola-c150-std-9.5;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Standard;9.5;2;1;169;17.3;60;REI 30
390;p_doppia_singola-c150-std-12.5;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Standard;12.5;2;1;175;21.8;63;REI 30
391;p_doppia_singola-c150-std-15;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Standard;15;2;1;180;25.5;65;REI 30
392;p_doppia_singola-c150-std-18;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Standard;18;2;1;186;30.0;67;REI 30
393;p_doppia_singola-c150-std-25;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Standard;25;2;1;200;40.5;73;REI 30
394;p_doppia_singola-c150-h2o-6;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Idrofuga;6;2;1;162;12.0;57;REI 30
395;p_doppia_singola-c150-h2o-9.5;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Idrofuga;9.5;2;1;169;17.3;60;REI 30
396;p_doppia_singola-c150-h2o-12.5;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Idrofuga;12.5;2;1;175;21.8;63;REI 30
397;p_doppia_singola-c150-h2o-15;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Idrofuga;15;2;1;180;25.5;65;REI 30
398;p_doppia_singola-c150-h2o-18;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Idrofuga;18;2;1;186;30.0;67;REI 30
399;p_doppia_singola-c150-h2o-25;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Idrofuga;25;2;1;200;40.5;73;REI 30
400;p_doppia_singola-c150-fono-6;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Fonoisolante;6;2;1;162;12.0;62;REI 30
401;p_doppia_singola-c150-fono-9.5;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Fonoisolante;9.5;2;1;169;17.3;65;REI 30
402;p_doppia_singola-c150-fono-12.5;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Fonoisolante;12.5;2;1;175;21.8;68;REI 30
403;p_doppia_singola-c150-fono-15;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Fonoisolante;15;2;1;180;25.5;70;REI 30
404;p_doppia_singola-c150-fono-18;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Fonoisolante;18;2;1;186;30.0;72;REI 30
405;p_doppia_singola-c150-fono-25;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Fonoisolante;25;2;1;200;40.5;78;REI 30
406;p_doppia_singola-c150-fuoco-6;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Antifuoco;6;2;1;162;12.0;57;REI 45
407;p_doppia_singola-c150-fuoco-9.5;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Antifuoco;9.5;2;1;169;17.3;60;REI 45
408;p_doppia_singola-c150-fuoco-12.5;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Antifuoco;12.5;2;1;175;21.8;63;REI 45
409;p_doppia_singola-c150-fuoco-15;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Antifuoco;15;2;1;180;25.5;65;REI 60
410;p_doppia_singola-c150-fuoco-18;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Antifuoco;18;2;1;186;30.0;67;REI 60
411;p_doppia_singola-c150-fuoco-25;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Antifuoco;25;2;1;200;40.5;73;REI 60
412;p_doppia_singola-c150-flex-6;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Flessibile;6;2;1;162;12.0;57;REI 30
413;p_doppia_singola-c150-impatto-6;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Alta resistenza;6;2;1;162;12.0;57;REI 30
414;p_doppia_singola-c150-impatto-9.5;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Alta resistenza;9.5;2;1;169;17.3;60;REI 30
415;p_doppia_singola-c150-impatto-12.5;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Alta resistenza;12.5;2;1;175;21.8;63;REI 30
416;p_doppia_singola-c150-impatto-15;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Alta resistenza;15;2;1;180;25.5;65;REI 30
417;p_doppia_singola-c150-impatto-18;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Alta resistenza;18;2;1;186;30.0;67;REI 30
418;p_doppia_singola-c150-impatto-25;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Alta resistenza;25;2;1;200;40.5;73;REI 30
419;p_doppia_singola-c150-fibra-6;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Fibrorinforzata;6;2;1;162;12.0;57;REI 30
420;p_doppia_singola-c150-fibra-9.5;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Fibrorinforzata;9.5;2;1;169;17.3;60;REI 30
421;p_doppia_singola-c150-fibra-12.5;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Fibrorinforzata;12.5;2;1;175;21.8;63;REI 30
422;p_doppia_singola-c150-fibra-15;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Fibrorinforzata;15;2;1;180;25.5;65;REI 30
423;p_doppia_singola-c150-fibra-18;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Fibrorinforzata;18;2;1;186;30.0;67;REI 30
424;p_doppia_singola-c150-fibra-25;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Fibrorinforzata;25;2;1;200;40.5;73;REI 30
425;p_doppia_singola-c150-combi-6;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Combinata;6;2;1;162;12.0;57;REI 45
426;p_doppia_singola-c150-combi-9.5;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Combinata;9.5;2;1;169;17.3;60;REI 45
427;p_doppia_singola-c150-combi-12.5;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Combinata;12.5;2;1;175;21.8;63;REI 45
428;p_doppia_singola-c150-combi-15;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Combinata;15;2;1;180;25.5;65;REI 60
429;p_doppia_singola-c150-combi-18;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Combinata;18;2;1;186;30.0;67;REI 60
430;p_doppia_singola-c150-combi-25;Parete Doppia Lastra Singola;Parete;C 150/50;U 150/40;Combinata;25;2;1;200;40.5;73;REI 60
431;p_singola_doppia-c50-std-6;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Standard;6;1;2;62;12.0;45;REI 30
432;p_singola_doppia-c50-std-9.5;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Standard;9.5;1;2;69;17.3;48;REI 30
433;p_singola_doppia-c50-std-12.5;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Standard;12.5;1;2;75;21.8;51;REI 30
434;p_singola_doppia-c50-std-15;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Standard;15;1;2;80;25.5;53;REI 30
435;p_singola_doppia-c50-std-18;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Standard;18;1;2;86;30.0;55;REI 30
436;p_singola_doppia-c50-std-25;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Standard;25;1;2;100;40.5;61;REI 30
437;p_singola_doppia-c50-h2o-6;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Idrofuga;6;1;2;62;12.0;45;REI 30
438;p_singola_doppia-c50-h2o-9.5;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Idrofuga;9.5;1;2;69;17.3;48;REI 30
439;p_singola_doppia-c50-h2o-12.5;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Idrofuga;12.5;1;2;75;21.8;51;REI 30
440;p_singola_doppia-c50-h2o-15;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Idrofuga;15;1;2;80;25.5;53;REI 30
441;p_singola_doppia-c50-h2o-18;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Idrofuga;18;1;2;86;30.0;55;REI 30
442;p_singola_doppia-c50-h2o-25;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Idrofuga;25;1;2;100;40.5;61;REI 30
443;p_singola_doppia-c50-fono-6;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Fonoisolante;6;1;2;62;12.0;50;REI 30
444;p_singola_doppia-c50-fono-9.5;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Fonoisolante;9.5;1;2;69;17.3;53;REI 30
445;p_singola_doppia-c50-fono-12.5;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Fonoisolante;12.5;1;2;75;21.8;56;REI 30
446;p_singola_doppia-c50-fono-15;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Fonoisolante;15;1;2;80;25.5;58;REI 30
447;p_singola_doppia-c50-fono-18;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Fonoisolante;18;1;2;86;30.0;60;REI 30
448;p_singola_doppia-c50-fono-25;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Fonoisolante;25;1;2;100;40.5;66;REI 30
449;p_singola_doppia-c50-fuoco-6;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Antifuoco;6;1;2;62;12.0;45;REI 90
450;p_singola_doppia-c50-fuoco-9.5;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Antifuoco;9.5;1;2;69;17.3;48;REI 90
451;p_singola_doppia-c50-fuoco-12.5;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Antifuoco;12.5;1;2;75;21.8;51;REI 90
452;p_singola_doppia-c50-fuoco-15;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Antifuoco;15;1;2;80;25.5;53;REI 90
453;p_singola_doppia-c50-fuoco-18;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Antifuoco;18;1;2;86;30.0;55;REI 90
454;p_singola_doppia-c50-fuoco-25;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Antifuoco;25;1;2;100;40.5;61;REI 90
455;p_singola_doppia-c50-flex-6;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Flessibile;6;1;2;62;12.0;45;REI 30
456;p_singola_doppia-c50-impatto-6;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Alta resistenza;6;1;2;62;12.0;45;REI 30
457;p_singola_doppia-c50-impatto-9.5;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Alta resistenza;9.5;1;2;69;17.3;48;REI 30
458;p_singola_doppia-c50-impatto-12.5;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Alta resistenza;12.5;1;2;75;21.8;51;REI 30
459;p_singola_doppia-c50-impatto-15;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Alta resistenza;15;1;2;80;25.5;53;REI 30
460;p_singola_doppia-c50-impatto-18;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Alta resistenza;18;1;2;86;30.0;55;REI 30
461;p_singola_doppia-c50-impatto-25;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Alta resistenza;25;1;2;100;40.5;61;REI 30
462;p_singola_doppia-c50-fibra-6;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Fibrorinforzata;6;1;2;62;12.0;45;REI 30
463;p_singola_doppia-c50-fibra-9.5;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Fibrorinforzata;9.5;1;2;69;17.3;48;REI 30
464;p_singola_doppia-c50-fibra-12.5;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Fibrorinforzata;12.5;1;2;75;21.8;51;REI 30
465;p_singola_doppia-c50-fibra-15;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Fibrorinforzata;15;1;2;80;25.5;53;REI 30
466;p_singola_doppia-c50-fibra-18;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Fibrorinforzata;18;1;2;86;30.0;55;REI 30
467;p_singola_doppia-c50-fibra-25;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Fibrorinforzata;25;1;2;100;40.5;61;REI 30
468;p_singola_doppia-c50-combi-6;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Combinata;6;1;2;62;12.0;45;REI 90
469;p_singola_doppia-c50-combi-9.5;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Combinata;9.5;1;2;69;17.3;48;REI 90
470;p_singola_doppia-c50-combi-12.5;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Combinata;12.5;1;2;75;21.8;51;REI 90
471;p_singola_doppia-c50-combi-15;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Combinata;15;1;2;80;25.5;53;REI 90
472;p_singola_doppia-c50-combi-18;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Combinata;18;1;2;86;30.0;55;REI 90
473;p_singola_doppia-c50-combi-25;Parete Singola Lastra Doppia;Parete;C 50/50;U 50/40;Combinata;25;1;2;100;40.5;61;REI 90
474;p_singola_doppia-c75-std-6;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Standard;6;1;2;87;12.0;49;REI 30
475;p_singola_doppia-c75-std-9.5;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Standard;9.5;1;2;94;17.3;52;REI 30
476;p_singola_doppia-c75-std-12.5;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Standard;12.5;1;2;100;21.8;54;REI 30
477;p_singola_doppia-c75-std-15;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Standard;15;1;2;105;25.5;56;REI 30
478;p_singola_doppia-c75-std-18;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Standard;18;1;2;111;30.0;59;REI 30
479;p_singola_doppia-c75-std-25;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Standard;25;1;2;125;40.5;64;REI 30
480;p_singola_doppia-c75-h2o-6;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Idrofuga;6;1;2;87;12.0;49;REI 30
481;p_singola_doppia-c75-h2o-9.5;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Idrofuga;9.5;1;2;94;17.3;52;REI 30
482;p_singola_doppia-c75-h2o-12.5;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Idrofuga;12.5;1;2;100;21.8;54;REI 30
483;p_singola_doppia-c75-h2o-15;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Idrofuga;15;1;2;105;25.5;56;REI 30
484;p_singola_doppia-c75-h2o-18;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Idrofuga;18;1;2;111;30.0;59;REI 30
485;p_singola_doppia-c75-h2o-25;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Idrofuga;25;1;2;125;40.5;64;REI 30
486;p_singola_doppia-c75-fono-6;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Fonoisolante;6;1;2;87;12.0;54;REI 30
487;p_singola_doppia-c75-fono-9.5;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Fonoisolante;9.5;1;2;94;17.3;57;REI 30
488;p_singola_doppia-c75-fono-12.5;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Fonoisolante;12.5;1;2;100;21.8;59;REI 30
489;p_singola_doppia-c75-fono-15;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Fonoisolante;15;1;2;105;25.5;61;REI 30
490;p_singola_doppia-c75-fono-18;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Fonoisolante;18;1;2;111;30.0;64;REI 30
491;p_singola_doppia-c75-fono-25;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Fonoisolante;25;1;2;125;40.5;69;REI 30
492;p_singola_doppia-c75-fuoco-6;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Antifuoco;6;1;2;87;12.0;49;REI 90
493;p_singola_doppia-c75-fuoco-9.5;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Antifuoco;9.5;1;2;94;17.3;52;REI 90
494;p_singola_doppia-c75-fuoco-12.5;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Antifuoco;12.5;1;2;100;21.8;54;REI 90
495;p_singola_doppia-c75-fuoco-15;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Antifuoco;15;1;2;105;25.5;56;REI 90
496;p_singola_doppia-c75-fuoco-18;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Antifuoco;18;1;2;111;30.0;59;REI 90
497;p_singola_doppia-c75-fuoco-25;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Antifuoco;25;1;2;125;40.5;64;REI 90
498;p_singola_doppia-c75-flex-6;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Flessibile;6;1;2;87;12.0;49;REI 30
499;p_singola_doppia-c75-impatto-6;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Alta resistenza;6;1;2;87;12.0;49;REI 30
500;p_singola_doppia-c75-impatto-9.5;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Alta resistenza;9.5;1;2;94;17.3;52;REI 30
501;p_singola_doppia-c75-impatto-12.5;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Alta resistenza;12.5;1;2;100;21.8;54;REI 30
502;p_singola_doppia-c75-impatto-15;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Alta resistenza;15;1;2;105;25.5;56;REI 30
503;p_singola_doppia-c75-impatto-18;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Alta resistenza;18;1;2;111;30.0;59;REI 30
504;p_singola_doppia-c75-impatto-25;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Alta resistenza;25;1;2;125;40.5;64;REI 30
505;p_singola_doppia-c75-fibra-6;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Fibrorinforzata;6;1;2;87;12.0;49;REI 30
506;p_singola_doppia-c75-fibra-9.5;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Fibrorinforzata;9.5;1;2;94;17.3;52;REI 30
507;p_singola_doppia-c75-fibra-12.5;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Fibrorinforzata;12.5;1;2;100;21.8;54;REI 30
508;p_singola_doppia-c75-fibra-15;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Fibrorinforzata;15;1;2;105;25.5;56;REI 30
509;p_singola_doppia-c75-fibra-18;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Fibrorinforzata;18;1;2;111;30.0;59;REI 30
510;p_singola_doppia-c75-fibra-25;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Fibrorinforzata;25;1;2;125;40.5;64;REI 30
511;p_singola_doppia-c75-combi-6;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Combinata;6;1;2;87;12.0;49;REI 90
512;p_singola_doppia-c75-combi-9.5;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Combinata;9.5;1;2;94;17.3;52;REI 90
513;p_singola_doppia-c75-combi-12.5;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Combinata;12.5;1;2;100;21.8;54;REI 90
514;p_singola_doppia-c75-combi-15;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Combinata;15;1;2;105;25.5;56;REI 90
515;p_singola_doppia-c75-combi-18;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Combinata;18;1;2;111;30.0;59;REI 90
516;p_singola_doppia-c75-combi-25;Parete Singola Lastra Doppia;Parete;C 75/50;U 75/40;Combinata;25;1;2;125;40.5;64;REI 90
517;p_singola_doppia-c100-std-6;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Standard;6;1;2;112;12.0;53;REI 30
518;p_singola_doppia-c100-std-9.5;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Standard;9.5;1;2;119;17.3;56;REI 30
519;p_singola_doppia-c100-std-12.5;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Standard;12.5;1;2;125;21.8;58;REI 30
520;p_singola_doppia-c100-std-15;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Standard;15;1;2;130;25.5;60;REI 30
521;p_singola_doppia-c100-std-18;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Standard;18;1;2;136;30.0;62;REI 30
522;p_singola_doppia-c100-std-25;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Standard;25;1;2;150;40.5;68;REI 30
523;p_singola_doppia-c100-h2o-6;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Idrofuga;6;1;2;112;12.0;53;REI 30
524;p_singola_doppia-c100-h2o-9.5;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Idrofuga;9.5;1;2;119;17.3;56;REI 30
525;p_singola_doppia-c100-h2o-12.5;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Idrofuga;12.5;1;2;125;21.8;58;REI 30
526;p_singola_doppia-c100-h2o-15;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Idrofuga;15;1;2;130;25.5;60;REI 30
527;p_singola_doppia-c100-h2o-18;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Idrofuga;18;1;2;136;30.0;62;REI 30
528;p_singola_doppia-c100-h2o-25;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Idrofuga;25;1;2;150;40.5;68;REI 30
529;p_singola_doppia-c100-fono-6;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Fonoisolante;6;1;2;112;12.0;58;REI 30
530;p_singola_doppia-c100-fono-9.5;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Fonoisolante;9.5;1;2;119;17.3;61;REI 30
531;p_singola_doppia-c100-fono-12.5;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Fonoisolante;12.5;1;2;125;21.8;63;REI 30
532;p_singola_doppia-c100-fono-15;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Fonoisolante;15;1;2;130;25.5;65;REI 30
533;p_singola_doppia-c100-fono-18;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Fonoisolante;18;1;2;136;30.0;67;REI 30
534;p_singola_doppia-c100-fono-25;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Fonoisolante;25;1;2;150;40.5;73;REI 30
535;p_singola_doppia-c100-fuoco-6;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Antifuoco;6;1;2;112;12.0;53;REI 90
536;p_singola_doppia-c100-fuoco-9.5;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Antifuoco;9.5;1;2;119;17.3;56;REI 90
537;p_singola_doppia-c100-fuoco-12.5;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Antifuoco;12.5;1;2;125;21.8;58;REI 90
538;p_singola_doppia-c100-fuoco-15;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Antifuoco;15;1;2;130;25.5;60;REI 90
539;p_singola_doppia-c100-fuoco-18;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Antifuoco;18;1;2;136;30.0;62;REI 90
540;p_singola_doppia-c100-fuoco-25;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Antifuoco;25;1;2;150;40.5;68;REI 90
541;p_singola_doppia-c100-flex-6;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Flessibile;6;1;2;112;12.0;53;REI 30
542;p_singola_doppia-c100-impatto-6;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Alta resistenza;6;1;2;112;12.0;53;REI 30
543;p_singola_doppia-c100-impatto-9.5;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Alta resistenza;9.5;1;2;119;17.3;56;REI 30
544;p_singola_doppia-c100-impatto-12.5;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Alta resistenza;12.5;1;2;125;21.8;58;REI 30
545;p_singola_doppia-c100-impatto-15;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Alta resistenza;15;1;2;130;25.5;60;REI 30
546;p_singola_doppia-c100-impatto-18;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Alta resistenza;18;1;2;136;30.0;62;REI 30
547;p_singola_doppia-c100-impatto-25;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Alta resistenza;25;1;2;150;40.5;68;REI 30
548;p_singola_doppia-c100-fibra-6;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Fibrorinforzata;6;1;2;112;12.0;53;REI 30
549;p_singola_doppia-c100-fibra-9.5;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Fibrorinforzata;9.5;1;2;119;17.3;56;REI 30
550;p_singola_doppia-c100-fibra-12.5;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Fibrorinforzata;12.5;1;2;125;21.8;58;REI 30
551;p_singola_doppia-c100-fibra-15;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Fibrorinforzata;15;1;2;130;25.5;60;REI 30
552;p_singola_doppia-c100-fibra-18;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Fibrorinforzata;18;1;2;136;30.0;62;REI 30
553;p_singola_doppia-c100-fibra-25;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Fibrorinforzata;25;1;2;150;40.5;68;REI 30
554;p_singola_doppia-c100-combi-6;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Combinata;6;1;2;112;12.0;53;REI 90
555;p_singola_doppia-c100-combi-9.5;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Combinata;9.5;1;2;119;17.3;56;REI 90
556;p_singola_doppia-c100-combi-12.5;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Combinata;12.5;1;2;125;21.8;58;REI 90
557;p_singola_doppia-c100-combi-15;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Combinata;15;1;2;130;25.5;60;REI 90
558;p_singola_doppia-c100-combi-18;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Combinata;18;1;2;136;30.0;62;REI 90
559;p_singola_doppia-c100-combi-25;Parete Singola Lastra Doppia;Parete;C 100/50;U 100/40;Combinata;25;1;2;150;40.5;68;REI 90
560;p_singola_doppia-c125-std-6;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Standard;6;1;2;137;12.0;57;REI 30
561;p_singola_doppia-c125-std-9.5;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Standard;9.5;1;2;144;17.3;59;REI 30
562;p_singola_doppia-c125-std-12.5;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Standard;12.5;1;2;150;21.8;62;REI 30
563;p_singola_doppia-c125-std-15;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Standard;15;1;2;155;25.5;64;REI 30
